# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
0,0,0,0.012
0.011,0,0.019,0.012
0.017,0,0.121,0.012
0.023,0.001,0.273,0.012
0.028,0.003,0.464,0.013
0.033,0.006,0.681,0.013
0.038,0.01,0.912,0.013
0.043,0.016,1.16,0.013
0.048,0.022,1.42,0.014
0.053,0.03,1.684,0.014
0.058,0.038,1.956,0.014
0.063,0.049,2.232,0.015
0.068,0.06,2.507,0.015
0.073,0.073,2.791,0.016
0.078,0.087,3.071,0.016
0.082,0.103,3.353,0.017
0.087,0.12,3.643,0.017
0.092,0.138,3.928,0.018
0.097,0.157,4.214,0.018
0.102,0.178,4.501,0.019
0.107,0.201,4.794,0.02
0.111,0.225,5.083,0.02
0.116,0.25,5.372,0.021
0.121,0.276,5.661,0.022
0.126,0.304,5.951,0.023
0.131,0.334,6.241,0.023
0.136,0.365,6.538,0.024
0.14,0.397,6.829,0.025
0.145,0.43,7.121,0.026
0.15,0.465,7.413,0.026
0.155,0.502,7.705,0.027
0.16,0.539,7.998,0.028
0.164,0.578,8.291,0.029
0.169,0.619,8.585,0.029
0.174,0.661,8.879,0.03
0.179,0.704,9.173,0.031
0.184,0.749,9.468,0.032
0.188,0.795,9.763,0.032
0.193,0.843,10.058,0.033
0.198,0.892,10.354,0.034
0.203,0.942,10.65,0.035
0.208,0.994,10.946,0.036
0.212,1.047,11.243,0.036
0.217,1.102,11.54,0.037
0.222,1.158,11.838,0.038
0.227,1.215,12.136,0.039
0.232,1.274,12.434,0.04
0.236,1.335,12.733,0.041
0.241,1.397,13.032,0.041
0.246,1.46,13.331,0.042
0.251,1.525,13.631,0.043
0.256,1.591,13.931,0.044
0.26,1.658,14.231,0.045
0.265,1.727,14.532,0.046
0.27,1.798,14.833,0.046
0.275,1.868,15.128,0.047
0.279,1.941,15.43,0.048
0.284,2.016,15.732,0.049
0.289,2.093,16.034,0.05
0.294,2.17,16.337,0.051
0.299,2.249,16.64,0.052
0.303,2.33,16.944,0.052
0.308,2.41,17.241,0.053
0.313,2.494,17.546,0.054
0.318,2.579,17.85,0.055
0.323,2.665,18.155,0.056
0.327,2.753,18.46,0.057
0.332,2.842,18.766,0.057
0.337,2.931,19.066,0.058
0.342,3.024,19.372,0.059
0.346,3.117,19.679,0.06
0.351,3.212,19.986,0.061
0.356,3.309,20.293,0.062
0.361,3.405,20.594,0.062
0.366,3.505,20.902,0.063
0.37,3.606,21.211,0.064
0.375,3.708,21.519,0.065
0.38,3.81,21.822,0.066
0.385,3.916,22.131,0.067
0.389,4.023,22.441,0.068
0.394,4.131,22.751,0.068
0.399,4.239,23.055,0.069
0.404,4.35,23.366,0.07
0.409,4.463,23.677,0.071
0.413,4.575,23.982,0.072
0.418,4.691,24.293,0.073
0.423,4.808,24.605,0.074
0.428,4.925,24.911,0.075
0.432,5.045,25.224,0.076
0.437,5.167,25.537,0.076
0.442,5.288,25.844,0.077
0.447,5.412,26.157,0.078
0.451,5.539,26.471,0.079
0.456,5.664,26.779,0.08
0.461,5.793,27.093,0.081
0.466,5.924,27.408,0.082
0.47,6.053,27.716,0.083
0.475,6.187,28.032,0.084
0.48,6.323,28.347,0.084
0.485,6.457,28.657,0.085
0.49,6.595,28.973,0.086
0.494,6.732,29.283,0.087
0.499,6.873,29.6,0.088
0.504,7.013,29.911,0.089
0.509,7.157,30.229,0.09
0.513,7.303,30.547,0.091
0.518,7.447,30.858,0.092
0.523,7.596,31.177,0.093
0.528,7.744,31.489,0.094
0.532,7.895,31.809,0.094
0.537,8.046,32.122,0.095
0.542,8.201,32.441,0.096
0.547,8.354,32.755,0.097
0.551,8.512,33.076,0.098
0.556,8.671,33.397,0.099
0.561,8.829,33.711,0.1
0.566,8.992,34.033,0.101
0.57,9.152,34.348,0.102
0.575,9.318,34.67,0.103
0.58,9.482,34.986,0.104
0.585,9.647,35.302,0.105
0.589,9.817,35.625,0.106
0.594,9.985,35.942,0.107
0.599,10.159,36.265,0.108
0.604,10.33,36.583,0.108
0.608,10.506,36.907,0.109
0.613,10.68,37.225,0.11
0.618,10.86,37.55,0.111
0.623,11.037,37.869,0.112
0.627,11.22,38.194,0.113
0.632,11.4,38.513,0.114
0.637,11.582,38.832,0.115
0.642,11.769,39.159,0.116
0.646,11.954,39.479,0.117
0.651,12.144,39.806,0.118
0.656,12.332,40.126,0.119
0.66,12.521,40.447,0.12
0.665,12.716,40.775,0.121
0.67,12.908,41.097,0.122
0.675,13.106,41.425,0.123
0.679,13.302,41.747,0.123
0.684,13.499,42.07,0.124
0.689,13.702,42.399,0.125
0.694,13.902,42.722,0.126
0.698,14.103,43.045,0.127
0.703,14.311,43.376,0.128
0.708,14.515,43.699,0.129
0.713,14.726,44.03,0.13
0.717,14.934,44.354,0.131
0.722,15.143,44.679,0.132
0.727,15.358,45.011,0.133
0.732,15.57,45.336,0.134
0.736,15.784,45.661,0.135
0.741,16,45.987,0.136
0.746,16.221,46.32,0.137
0.75,16.44,46.646,0.138
0.755,16.66,46.973,0.139
0.76,16.886,47.307,0.14
0.765,17.109,47.634,0.141
0.769,17.334,47.961,0.142
0.774,17.565,48.296,0.142
0.779,17.792,48.624,0.143
0.784,18.022,48.952,0.144
0.788,18.253,49.28,0.145
0.793,18.49,49.616,0.146
0.798,18.724,49.945,0.147
0.802,18.959,50.274,0.148
0.807,19.196,50.604,0.149
0.812,19.44,50.941,0.15
0.817,19.68,51.271,0.151
0.821,19.922,51.601,0.152
0.826,20.165,51.932,0.153
0.831,20.41,52.262,0.154
0.836,20.662,52.6,0.155
0.84,20.91,52.932,0.156
0.845,21.159,53.263,0.157
0.85,21.411,53.595,0.158
0.854,21.669,53.934,0.159
0.859,21.923,54.267,0.16
0.864,22.179,54.599,0.161
0.869,22.436,54.932,0.162
0.873,22.695,55.265,0.163
0.878,22.956,55.599,0.164
0.883,23.223,55.939,0.165
0.887,23.487,56.273,0.166
0.892,23.752,56.608,0.167
0.897,24.019,56.942,0.168
0.902,24.288,57.276,0.169
0.906,24.558,57.611,0.17
0.911,24.835,57.954,0.171
0.916,25.108,58.289,0.172
0.92,25.383,58.624,0.173
0.925,25.659,58.96,0.174
0.93,25.937,59.296,0.175
0.935,26.217,59.633,0.176
0.939,26.498,59.969,0.177
0.944,26.786,60.313,0.178
0.949,27.071,60.65,0.179
0.953,27.356,60.987,0.18
0.958,27.644,61.324,0.181
0.963,27.933,61.662,0.182
0.968,28.223,62,0.183
0.972,28.516,62.338,0.184
0.977,28.809,62.676,0.185
0.982,29.105,63.015,0.185
0.986,29.402,63.354,0.186
0.991,29.707,63.7,0.188
0.996,30.007,64.039,0.188
1.001,30.309,64.379,0.189
1.005,30.612,64.718,0.19
1.01,30.917,65.058,0.191
1.015,31.224,65.398,0.192
1.019,31.532,65.738,0.193
1.024,31.842,66.079,0.194
1.029,32.153,66.42,0.195
1.033,32.466,66.76,0.196
1.038,32.78,67.101,0.197
1.043,33.097,67.443,0.198
1.048,33.414,67.784,0.199
1.052,33.734,68.126,0.2
1.057,34.055,68.468,0.201
1.062,34.377,68.81,0.202
1.066,34.702,69.152,0.203
1.071,35.027,69.495,0.204
1.076,35.355,69.837,0.205
1.08,35.684,70.18,0.206
1.085,36.015,70.523,0.207
1.09,36.347,70.866,0.208
1.095,36.681,71.21,0.209
1.099,37.016,71.553,0.21
1.104,37.353,71.897,0.211
1.109,37.692,72.241,0.212
1.113,38.032,72.585,0.213
1.118,38.374,72.93,0.214
1.123,38.718,73.274,0.215
1.127,39.063,73.619,0.216
1.132,39.41,73.964,0.217
1.137,39.758,74.309,0.218
1.142,40.108,74.654,0.219
1.146,40.46,74.999,0.22
1.151,40.813,75.345,0.221
1.156,41.168,75.69,0.222
1.16,41.525,76.036,0.223
1.165,41.883,76.382,0.224
1.17,42.243,76.729,0.225
1.174,42.604,77.075,0.226
1.179,42.967,77.421,0.228
1.184,43.332,77.768,0.229
1.189,43.698,78.115,0.23
1.193,44.066,78.462,0.231
1.198,44.436,78.809,0.232
1.203,44.807,79.157,0.233
1.207,45.18,79.504,0.234
1.212,45.547,79.844,0.235
1.217,45.923,80.192,0.236
1.221,46.3,80.54,0.237
1.226,46.68,80.888,0.238
1.231,47.061,81.236,0.239
1.235,47.443,81.585,0.24
1.24,47.828,81.933,0.241
1.245,48.213,82.282,0.242
1.25,48.601,82.631,0.243
1.254,48.99,82.98,0.244
1.259,49.381,83.329,0.245
1.264,49.765,83.67,0.246
1.268,50.159,84.02,0.247
1.273,50.555,84.369,0.248
1.278,50.952,84.719,0.249
1.282,51.351,85.069,0.25
1.287,51.752,85.418,0.251
1.292,52.154,85.768,0.252
1.296,52.558,86.118,0.253
1.301,52.955,86.461,0.254
1.306,53.362,86.811,0.255
1.31,53.771,87.162,0.256
1.315,54.182,87.513,0.257
1.32,54.594,87.863,0.258
1.325,55.007,88.214,0.259
1.329,55.423,88.565,0.26
1.334,55.831,88.909,0.261
1.339,56.25,89.26,0.262
1.343,56.67,89.611,0.264
1.348,57.092,89.963,0.265
1.353,57.516,90.314,0.266
1.357,57.941,90.666,0.267
1.362,58.368,91.018,0.268
1.367,58.788,91.362,0.269
1.371,59.218,91.714,0.27
1.376,59.65,92.066,0.271
1.381,60.083,92.419,0.272
1.385,60.518,92.771,0.273
1.39,60.955,93.124,0.274
1.395,61.384,93.469,0.275
1.399,61.825,93.821,0.276
1.404,62.266,94.174,0.277
1.409,62.71,94.527,0.278
1.414,63.155,94.88,0.279
1.418,63.592,95.226,0.28
1.423,64.041,95.579,0.281
1.428,64.491,95.933,0.282
1.432,64.942,96.286,0.283
1.437,65.396,96.64,0.285
1.442,65.851,96.993,0.286
1.446,66.298,97.339,0.287
1.451,66.756,97.693,0.288
1.456,67.216,98.047,0.289
1.46,67.678,98.401,0.29
1.465,68.141,98.756,0.291
1.47,68.596,99.102,0.292
1.474,69.063,99.457,0.293
1.479,69.531,99.811,0.294
1.484,70.001,100.165,0.295
1.488,70.462,100.512,0.296
1.493,70.936,100.867,0.297
1.498,71.411,101.222,0.298
1.502,71.887,101.577,0.299
1.507,72.365,101.932,0.3
1.512,72.835,102.279,0.301
1.516,73.317,102.635,0.302
1.521,73.8,102.99,0.303
1.526,74.285,103.345,0.304
1.53,74.761,103.693,0.305
1.535,75.249,104.049,0.306
1.54,75.739,104.405,0.308
1.545,76.231,104.761,0.309
1.549,76.713,105.109,0.31
1.554,77.208,105.466,0.311
1.559,77.705,105.822,0.312
1.563,78.203,106.178,0.313
1.568,78.703,106.535,0.314
1.573,79.194,106.884,0.315
1.577,79.697,107.241,0.316
1.582,80.202,107.598,0.317
1.587,80.708,107.955,0.318
1.591,81.206,108.304,0.319
1.596,81.715,108.661,0.32
1.601,82.227,109.019,0.321
1.605,82.74,109.376,0.323
1.61,83.244,109.726,0.324
1.615,83.761,110.084,0.325
1.619,84.279,110.442,0.326
1.624,84.788,110.792,0.327
1.629,85.309,111.151,0.328
1.633,85.833,111.509,0.329
1.638,86.357,111.867,0.33
1.643,86.873,112.218,0.331
1.647,87.401,112.577,0.332
1.652,87.931,112.936,0.333
1.657,88.463,113.295,0.334
1.661,88.985,113.646,0.335
1.666,89.52,114.006,0.336
1.671,90.056,114.365,0.337
1.675,90.595,114.725,0.339
1.68,91.123,115.077,0.34
1.685,91.665,115.436,0.341
1.689,92.208,115.796,0.342
1.694,92.742,116.149,0.343
1.699,93.289,116.509,0.344
1.703,93.837,116.87,0.345
1.708,94.387,117.23,0.346
1.713,94.927,117.583,0.347
1.717,95.481,117.944,0.348
1.722,96.036,118.305,0.349
1.727,96.581,118.659,0.35
1.731,97.139,119.02,0.351
1.736,97.7,119.381,0.352
1.741,98.262,119.743,0.354
1.745,98.813,120.097,0.355
1.75,99.379,120.459,0.356
1.755,99.946,120.821,0.357
1.759,100.502,121.176,0.358
1.764,101.073,121.538,0.359
1.769,101.645,121.901,0.36
1.774,102.218,122.264,0.361
1.778,102.782,122.619,0.362
1.783,103.359,122.982,0.363
1.788,103.938,123.345,0.364
1.792,104.506,123.701,0.365
1.797,105.088,124.065,0.366
1.802,105.672,124.428,0.367
1.806,106.245,124.785,0.368
1.811,106.833,125.149,0.37
1.816,107.422,125.513,0.371
1.82,108.012,125.877,0.372
1.825,108.592,126.234,0.373
1.83,109.187,126.599,0.374
1.834,109.782,126.964,0.375
1.839,110.367,127.322,0.376
1.844,110.967,127.687,0.377
1.848,111.567,128.053,0.378
1.853,112.157,128.411,0.379
1.858,112.762,128.777,0.381
1.862,113.368,129.143,0.382
1.867,113.963,129.502,0.383
1.872,114.572,129.868,0.384
1.876,115.184,130.235,0.385
1.881,115.796,130.601,0.386
1.886,116.398,130.961,0.387
1.89,117.014,131.328,0.388
1.895,117.633,131.695,0.389
1.9,118.239,132.055,0.39
1.904,118.861,132.423,0.391
1.909,119.484,132.79,0.392
1.914,120.096,133.15,0.393
1.918,120.722,133.519,0.394
1.923,121.351,133.887,0.396
1.928,121.967,134.248,0.397
1.932,122.599,134.616,0.398
1.937,123.233,134.985,0.399
1.942,123.868,135.354,0.4
1.946,124.492,135.716,0.401
1.951,125.13,136.085,0.402
1.956,125.771,136.455,0.403
1.96,126.399,136.816,0.404
1.965,127.043,137.186,0.405
1.97,127.689,137.556,0.406
1.974,128.322,137.919,0.408
1.979,128.972,138.289,0.409
1.984,129.622,138.659,0.41
1.988,130.261,139.022,0.411
1.993,130.915,139.393,0.412
1.998,131.571,139.764,0.413
2.002,132.215,140.127,0.414
2.007,132.875,140.498,0.415
2.012,133.536,140.87,0.416
2.016,134.199,141.241,0.417
2.021,134.849,141.605,0.418
2.026,135.516,141.977,0.42
2.03,136.184,142.349,0.421
2.035,136.839,142.713,0.422
2.04,137.511,143.085,0.423
2.044,138.184,143.457,0.424
2.049,138.845,143.822,0.425
2.054,139.522,144.194,0.426
2.058,140.201,144.567,0.427
2.063,140.866,144.932,0.428
2.068,141.549,145.305,0.43
2.072,142.232,145.678,0.431
2.077,142.918,146.051,0.432
2.082,143.591,146.416,0.433
2.086,144.28,146.789,0.434
2.091,144.97,147.163,0.435
2.096,145.648,147.528,0.436
2.1,146.342,147.902,0.437
2.105,147.038,148.276,0.438
2.11,147.721,148.642,0.439
2.114,148.421,149.015,0.44
2.119,149.122,149.389,0.442
2.124,149.81,149.755,0.443
2.128,150.515,150.129,0.444
2.133,151.221,150.504,0.445
2.138,151.93,150.878,0.446
2.142,152.624,151.244,0.447
2.147,153.336,151.618,0.448
2.152,154.05,151.993,0.449
2.156,154.75,152.359,0.45
2.161,155.467,152.733,0.451
2.166,156.185,153.108,0.453
2.17,156.891,153.474,0.454
2.175,157.613,153.849,0.455
2.18,158.337,154.223,0.456
2.184,159.062,154.598,0.457
2.189,159.774,154.965,0.458
2.194,160.504,155.339,0.459
2.198,161.235,155.714,0.46
2.203,161.952,156.081,0.461
2.208,162.686,156.455,0.462
2.212,163.422,156.83,0.464
2.217,164.16,157.205,0.465
2.222,164.884,157.571,0.466
2.226,165.626,157.946,0.467
2.231,166.369,158.321,0.468
2.236,167.098,158.687,0.469
2.24,167.845,159.062,0.47
2.245,168.593,159.437,0.471
2.25,169.344,159.811,0.472
2.254,170.08,160.178,0.473
2.259,170.833,160.552,0.475
2.264,171.589,160.927,0.476
2.268,172.33,161.293,0.477
2.273,173.089,161.667,0.478
2.278,173.85,162.042,0.479
2.283,174.612,162.416,0.48
2.287,175.36,162.782,0.481
2.292,176.126,163.157,0.482
2.297,176.894,163.531,0.484
2.301,177.663,163.905,0.485
2.306,178.418,164.271,0.486
2.311,179.191,164.645,0.487
2.315,179.966,165.018,0.488
2.32,180.726,165.384,0.489
2.325,181.504,165.758,0.49
2.329,182.284,166.132,0.491
2.334,183.065,166.505,0.492
2.339,183.832,166.87,0.493
2.343,184.617,167.244,0.495
2.348,185.404,167.617,0.496
2.353,186.193,167.99,0.497
2.357,186.966,168.355,0.498
2.362,187.759,168.727,0.499
2.367,188.553,169.1,0.5
2.371,189.348,169.473,0.501
2.376,190.129,169.837,0.502
2.381,190.928,170.209,0.503
2.385,191.729,170.582,0.504
2.39,192.531,170.954,0.506
2.395,193.318,171.318,0.507
2.399,194.124,171.689,0.508
2.404,194.932,172.061,0.509
2.409,195.742,172.433,0.51
2.413,196.536,172.796,0.511
2.418,197.349,173.167,0.512
2.423,198.164,173.539,0.513
2.427,198.98,173.909,0.514
2.432,199.781,174.272,0.516
2.437,200.601,174.643,0.517
2.441,201.423,175.014,0.518
2.446,202.246,175.384,0.519
2.451,203.071,175.754,0.52
2.455,203.88,176.117,0.521
2.46,204.709,176.487,0.522
2.465,205.539,176.856,0.523
2.47,206.372,177.226,0.524
2.474,207.205,177.596,0.526
2.479,208.023,177.957,0.527
2.484,208.86,178.327,0.528
2.488,209.699,178.696,0.529
2.493,210.54,179.065,0.53
2.498,211.365,179.426,0.531
2.502,212.209,179.795,0.532
2.507,213.055,180.163,0.533
2.512,213.902,180.532,0.534
2.516,214.752,180.9,0.536
2.521,215.585,181.26,0.537
2.526,216.438,181.629,0.538
2.53,217.292,181.997,0.539
2.535,218.148,182.365,0.54
2.54,219.006,182.732,0.541
2.544,219.866,183.1,0.542
2.549,220.709,183.46,0.543
2.554,221.572,183.828,0.544
2.558,222.437,184.195,0.546
2.563,223.304,184.562,0.547
2.568,224.172,184.93,0.548
2.572,225.023,185.289,0.549
2.577,225.895,185.656,0.55
2.582,226.769,186.023,0.551
2.587,227.644,186.39,0.552
2.591,228.521,186.757,0.553
2.596,229.399,187.124,0.554
2.601,230.28,187.49,0.555
2.605,231.143,187.849,0.556
2.61,232.027,188.216,0.558
2.615,232.912,188.582,0.559
2.619,233.799,188.949,0.56
2.624,234.688,189.315,0.561
2.629,235.579,189.682,0.562
2.633,236.452,190.04,0.563
2.638,237.346,190.407,0.564
2.643,238.242,190.773,0.565
2.647,239.14,191.14,0.566
2.652,240.039,191.506,0.568
2.657,240.94,191.873,0.569
2.662,241.842,192.239,0.57
2.666,242.747,192.605,0.571
2.671,243.634,192.964,0.572
2.676,244.541,193.33,0.573
2.68,245.451,193.697,0.574
2.685,246.362,194.063,0.575
2.69,247.275,194.43,0.576
2.694,248.19,194.796,0.577
2.699,249.106,195.163,0.579
2.704,250.024,195.529,0.58
2.708,250.944,195.895,0.581
2.713,251.866,196.262,0.582
2.718,252.769,196.621,0.583
2.722,253.694,196.987,0.584
2.727,254.621,197.353,0.585
2.732,255.549,197.72,0.586
2.737,256.48,198.086,0.587
2.741,257.411,198.453,0.589
2.746,258.345,198.82,0.59
2.751,259.28,199.186,0.591
2.755,260.217,199.553,0.592
2.76,261.156,199.919,0.593
2.765,262.097,200.286,0.594
2.769,263.039,200.652,0.595
2.774,263.983,201.019,0.596
2.779,264.908,201.378,0.597
2.783,265.856,201.744,0.598
2.788,266.805,202.111,0.6
2.793,267.755,202.477,0.601
2.798,268.708,202.844,0.602
2.802,269.662,203.21,0.603
2.807,270.618,203.577,0.604
2.812,271.576,203.943,0.605
2.816,272.535,204.31,0.606
2.821,273.496,204.676,0.607
2.826,274.459,205.042,0.609
2.83,275.424,205.409,0.61
2.835,276.39,205.775,0.611
2.84,277.358,206.141,0.612
2.845,278.328,206.507,0.613
2.849,279.299,206.873,0.614
2.854,280.272,207.239,0.615
2.859,281.247,207.605,0.616
2.863,282.224,207.971,0.617
2.868,283.202,208.336,0.618
2.873,284.182,208.702,0.619
2.877,285.164,209.067,0.621
2.882,286.147,209.432,0.622
2.887,287.133,209.798,0.623
2.892,288.12,210.162,0.624
2.896,289.108,210.527,0.625
2.901,290.098,210.892,0.626
2.906,291.091,211.256,0.627
2.91,292.084,211.62,0.628
2.915,293.08,211.984,0.629
2.92,294.077,212.348,0.63
2.924,295.076,212.712,0.631
2.929,296.076,213.075,0.632
2.934,297.1,213.446,0.634
2.939,298.104,213.809,0.635
2.943,299.11,214.172,0.636
2.948,300.117,214.534,0.637
2.953,301.127,214.896,0.638
2.957,302.137,215.258,0.639
2.962,303.15,215.62,0.64
2.967,304.164,215.982,0.641
2.972,305.18,216.343,0.642
2.976,306.198,216.704,0.643
2.981,307.217,217.064,0.644
2.986,308.238,217.425,0.645
2.99,309.283,217.793,0.646
2.995,310.307,218.152,0.648
3,311.333,218.512,0.649
3.005,312.361,218.871,0.65
3.009,313.391,219.23,0.651
3.014,314.422,219.589,0.652
3.019,315.455,219.947,0.653
3.023,316.489,220.305,0.654
3.028,317.526,220.663,0.655
3.033,318.586,221.028,0.656
3.038,319.626,221.385,0.657
3.042,320.667,221.742,0.658
3.047,321.71,222.098,0.659
3.052,322.755,222.455,0.66
3.056,323.801,222.81,0.662
3.061,324.871,223.174,0.663
3.066,325.921,223.529,0.664
3.071,326.972,223.884,0.665
3.075,328.026,224.239,0.666
3.08,329.08,224.593,0.667
3.085,330.137,224.947,0.668
3.089,331.217,225.308,0.669
3.094,332.277,225.662,0.67
3.099,333.339,226.015,0.671
3.104,334.402,226.368,0.672
3.108,335.466,226.72,0.673
3.113,336.556,227.08,0.674
3.118,337.624,227.432,0.676
3.122,338.693,227.784,0.677
3.127,339.765,228.135,0.678
3.132,340.838,228.487,0.679
3.137,341.935,228.845,0.68
3.141,343.012,229.196,0.681
3.146,344.09,229.546,0.682
3.151,345.17,229.897,0.683
3.156,346.274,230.254,0.684
3.16,347.357,230.604,0.685
3.165,348.442,230.953,0.686
3.17,349.528,231.303,0.687
3.174,350.639,231.659,0.688
3.179,351.729,232.008,0.689
3.184,352.82,232.357,0.69
3.189,353.936,232.713,0.691
3.193,355.031,233.062,0.693
3.198,356.127,233.41,0.694
3.203,357.225,233.758,0.695
3.208,358.348,234.113,0.696
3.212,359.449,234.461,0.697
3.217,360.552,234.809,0.698
3.222,361.679,235.164,0.699
3.226,362.786,235.512,0.7
3.231,363.893,235.859,0.701
3.236,365.026,236.214,0.702
3.241,366.137,236.561,0.703
3.245,367.25,236.908,0.704
3.25,368.388,237.262,0.705
3.255,369.504,237.609,0.706
3.26,370.621,237.956,0.707
3.264,371.765,238.31,0.708
3.269,372.885,238.656,0.709
3.274,374.032,239.01,0.711
3.279,375.156,239.356,0.712
3.283,376.282,239.702,0.713
3.288,377.433,240.056,0.714
3.293,378.562,240.402,0.715
3.298,379.717,240.755,0.716
3.302,380.849,241.1,0.717
3.307,381.983,241.446,0.718
3.312,383.143,241.799,0.719
3.316,384.28,242.144,0.72
3.321,385.444,242.496,0.721
3.326,386.584,242.841,0.722
3.331,387.726,243.186,0.723
3.335,388.894,243.538,0.724
3.34,390.04,243.883,0.725
3.345,391.211,244.235,0.726
3.35,392.36,244.579,0.727
3.354,393.535,244.93,0.728
3.359,394.687,245.274,0.729
3.364,395.865,245.625,0.73
3.369,397.02,245.968,0.731
3.373,398.202,246.319,0.732
3.378,399.36,246.662,0.733
3.383,400.545,247.012,0.734
3.388,401.707,247.354,0.735
3.392,402.895,247.703,0.736
3.397,404.06,248.045,0.737
3.402,405.251,248.394,0.739
3.407,406.42,248.736,0.74
3.411,407.614,249.084,0.741
3.416,408.786,249.425,0.742
3.421,409.984,249.772,0.743
3.426,411.159,250.113,0.744
3.43,412.36,250.46,0.745
3.435,413.538,250.799,0.746
3.44,414.743,251.145,0.747
3.445,415.949,251.491,0.748
3.449,417.132,251.83,0.749
3.454,418.341,252.175,0.75
3.459,419.527,252.513,0.751
3.464,420.74,252.858,0.752
3.469,421.955,253.202,0.753
3.473,423.146,253.539,0.754
3.478,424.364,253.882,0.755
3.483,425.558,254.218,0.756
3.488,426.779,254.561,0.757
3.492,428.001,254.903,0.758
3.497,429.2,255.238,0.759
3.502,430.426,255.579,0.76
3.507,431.654,255.92,0.761
3.511,432.857,256.254,0.762
3.516,434.088,256.594,0.763
3.521,435.321,256.934,0.764
3.526,436.529,257.266,0.765
3.53,437.765,257.605,0.766
3.535,439.002,257.943,0.767
3.54,440.215,258.274,0.768
3.545,441.456,258.611,0.769
3.55,442.698,258.948,0.77
3.554,443.916,259.277,0.771
3.559,445.161,259.614,0.772
3.564,446.408,259.949,0.773
3.569,447.657,260.284,0.774
3.573,448.881,260.612,0.775
3.578,450.132,260.946,0.776
3.583,451.386,261.28,0.777
3.588,452.641,261.613,0.778
3.592,453.871,261.939,0.779
3.597,455.129,262.272,0.78
3.602,456.389,262.604,0.781
3.607,457.65,262.935,0.782
3.612,458.913,263.267,0.783
3.616,460.151,263.591,0.784
3.621,461.417,263.921,0.785
3.626,462.685,264.251,0.786
3.631,463.954,264.581,0.787
3.636,465.225,264.911,0.788
3.64,466.471,265.233,0.789
3.645,467.744,265.562,0.79
3.65,469.02,265.891,0.791
3.655,470.297,266.219,0.792
3.659,471.576,266.547,0.793
3.664,472.856,266.874,0.794
3.669,474.138,267.202,0.795
3.674,475.421,267.529,0.796
3.679,476.679,267.849,0.797
3.683,477.966,268.175,0.798
3.688,479.254,268.501,0.799
3.693,480.543,268.827,0.8
3.698,481.834,269.153,0.801
3.703,483.127,269.478,0.802
3.707,484.421,269.803,0.803
3.712,485.717,270.128,0.804
3.717,487.015,270.453,0.805
3.722,488.314,270.777,0.806
3.727,489.614,271.101,0.807
3.731,490.916,271.425,0.808
3.736,492.22,271.749,0.809
3.741,493.525,272.073,0.81
3.746,494.832,272.396,0.811
3.751,496.14,272.719,0.812
3.755,497.45,273.042,0.813
3.76,498.761,273.364,0.814
3.765,500.074,273.687,0.815
3.77,501.388,274.009,0.816
3.775,502.704,274.331,0.817
3.779,504.022,274.652,0.818
3.784,505.341,274.974,0.819
3.789,506.662,275.295,0.82
3.794,507.984,275.615,0.821
3.799,509.308,275.936,0.822
3.803,510.633,276.256,0.823
3.808,511.96,276.576,0.824
3.813,513.288,276.895,0.825
3.818,514.618,277.214,0.826
3.823,515.977,277.54,0.827
3.827,517.31,277.858,0.828
3.832,518.645,278.176,0.829
3.837,519.981,278.494,0.83
3.842,521.318,278.811,0.831
3.847,522.657,279.128,0.831
3.851,523.998,279.444,0.832
3.856,525.368,279.767,0.833
3.861,526.711,280.082,0.834
3.866,528.057,280.397,0.835
3.871,529.403,280.712,0.836
3.876,530.751,281.026,0.837
3.88,532.129,281.346,0.838
3.885,533.48,281.659,0.839
3.89,534.833,281.971,0.84
3.895,536.187,282.283,0.841
3.9,537.571,282.601,0.842
3.905,538.929,282.911,0.843
3.909,540.287,283.222,0.844
3.914,541.647,283.531,0.845
3.919,543.038,283.847,0.846
3.924,544.401,284.156,0.847
3.929,545.765,284.464,0.848
3.933,547.132,284.771,0.849
3.938,548.528,285.084,0.85
3.943,549.897,285.391,0.851
3.948,551.267,285.697,0.851
3.952,552.296,285.914,0.852
3.955,553.297,286.104,0.853
3.959,554.299,286.274,0.853
3.962,555.33,286.43,0.854
3.966,556.333,286.564,0.854
3.969,557.336,286.682,0.855
3.973,558.368,286.787,0.855
3.976,559.372,286.876,0.855
3.98,560.376,286.952,0.855
3.983,561.409,287.018,0.856
3.987,562.414,287.071,0.856
3.99,563.419,287.113,0.856
3.994,564.453,287.147,0.856
3.997,565.458,287.17,0.856
4.001,566.463,287.186,0.856
4.005,567.497,287.194,0.856
4.008,568.502,287.194,0.856
4.012,569.507,287.188,0.856
4.015,570.541,287.176,0.856
4.019,571.546,287.158,0.856
4.022,572.551,287.134,0.856
4.026,573.585,287.105,0.856
4.029,574.589,287.072,0.856
4.033,575.594,287.035,0.856
4.036,576.627,286.993,0.856
4.04,577.632,286.949,0.856
4.043,578.636,286.901,0.856
4.047,579.669,286.848,0.856
4.05,580.673,286.795,0.855
4.054,581.676,286.738,0.855
4.058,582.708,286.677,0.855
4.061,583.712,286.616,0.855
4.065,584.715,286.553,0.855
4.068,585.746,286.486,0.855
4.072,586.749,286.418,0.854
4.075,587.751,286.35,0.854
4.079,588.753,286.28,0.854
4.082,589.784,286.206,0.854
