time,alt,vel
25.066,3251.547,8.65
25.116,3251.967,8.161
25.166,3252.363,7.674
25.216,3252.735,7.186
25.266,3253.082,6.698
25.316,3253.404,6.21
25.366,3253.703,5.723
25.416,3253.977,5.235
25.466,3254.226,4.748
25.516,3254.451,4.261
25.566,3254.652,3.774
25.616,3254.829,3.286
25.666,3254.981,2.799
25.716,3255.109,2.312
25.766,3255.212,1.825
25.816,3255.291,1.338
25.866,3255.346,0.851
25.916,3255.376,0.364
25.966,3255.382,-0.123
26.016,3255.364,-0.61
26.055,3255.333,-0.982
26.097,3255.284,-1.366
26.14,3255.216,-1.759
26.185,3255.127,-2.16
26.232,3255.016,-2.568
26.281,3254.882,-2.979
26.331,3254.723,-3.394
26.383,3254.536,-3.814
26.437,3254.318,-4.246
26.494,3254.062,-4.695
26.554,3253.765,-5.157
26.617,3253.428,-5.628
26.681,3253.048,-6.105
26.749,3252.619,-6.593
26.819,3252.138,-7.09
26.893,3251.596,-7.602
26.971,3250.985,-8.133
27.051,3250.308,-8.67
27.136,3249.553,-9.223
27.224,3248.711,-9.793
27.317,3247.777,-10.378
27.414,3246.742,-10.976
27.515,3245.598,-11.59
27.621,3244.343,-12.214
27.731,3242.962,-12.85
27.843,3241.482,-13.473
27.96,3239.875,-14.1
28.082,3238.113,-14.741
28.21,3236.186,-15.394
28.345,3234.055,-16.07
28.486,3231.743,-16.745
28.636,3229.188,-17.44
28.794,3226.383,-18.143
28.957,3223.356,-18.826
29.132,3220.001,-19.523
29.315,3216.378,-20.192
29.512,3212.323,-20.878
29.719,3207.938,-21.524
29.942,3203.073,-22.161
30.183,3197.657,-22.782
30.447,3191.554,-23.39
30.744,3184.526,-23.992
31.079,3176.378,-24.573
31.465,3166.796,-25.121
31.894,3155.906,-25.586
32.394,3143.01,-25.997
32.894,3129.939,-26.287
33.394,3116.747,-26.479
