time,alt,vel
19.177,3030.506,67.854
19.227,3033.886,67.332
19.277,3037.239,66.81
19.327,3040.567,66.289
19.377,3043.868,65.768
19.427,3047.143,65.247
19.477,3050.393,64.727
19.527,3053.616,64.207
19.577,3056.813,63.688
19.627,3059.985,63.168
19.677,3063.13,62.65
19.727,3066.25,62.132
19.777,3069.344,61.615
19.827,3072.411,61.098
19.877,3075.453,60.582
19.927,3078.469,60.065
19.977,3081.46,59.55
20.027,3084.424,59.035
20.077,3087.363,58.522
20.127,3090.277,58.009
20.177,3093.164,57.497
20.227,3096.026,56.986
20.277,3098.863,56.475
20.327,3101.674,55.965
20.377,3104.459,55.455
20.427,3107.219,54.946
20.477,3109.954,54.437
20.527,3112.663,53.929
20.577,3115.347,53.421
20.627,3118.005,52.913
20.677,3120.638,52.405
20.727,3123.246,51.898
20.777,3125.828,51.391
20.827,3128.385,50.883
20.877,3130.916,50.376
20.927,3133.423,49.869
20.977,3135.903,49.362
21.027,3138.359,48.854
21.077,3140.789,48.346
21.127,3143.193,47.838
21.177,3145.572,47.33
21.227,3147.926,46.822
21.277,3150.255,46.315
21.327,3152.558,45.808
21.377,3154.836,45.302
21.427,3157.088,44.797
21.477,3159.315,44.291
21.527,3161.517,43.785
21.577,3163.694,43.28
21.627,3165.845,42.775
21.677,3167.971,42.27
21.727,3170.072,41.766
21.777,3172.148,41.263
21.827,3174.198,40.761
21.877,3176.224,40.26
21.927,3178.224,39.76
21.977,3180.2,39.261
22.027,3182.151,38.762
22.077,3184.076,38.263
22.127,3185.977,37.765
22.177,3187.853,37.267
22.227,3189.704,36.769
22.277,3191.53,36.272
22.327,3193.331,35.774
22.377,3195.107,35.278
22.427,3196.858,34.781
22.477,3198.585,34.285
22.527,3200.287,33.789
22.577,3201.964,33.292
22.627,3203.616,32.796
22.677,3205.244,32.3
22.727,3206.846,31.804
22.777,3208.424,31.308
22.827,3209.977,30.813
22.877,3211.505,30.317
22.927,3213.009,29.822
22.977,3214.487,29.326
23.027,3215.941,28.831
23.077,3217.371,28.334
23.127,3218.775,27.838
23.177,3220.154,27.342
23.227,3221.509,26.846
23.277,3222.839,26.35
23.327,3224.144,25.854
23.377,3225.424,25.358
23.427,3226.68,24.862
23.477,3227.911,24.367
23.527,3229.117,23.871
23.577,3230.298,23.376
23.627,3231.454,22.881
23.677,3232.586,22.387
23.727,3233.693,21.893
23.777,3234.775,21.398
23.827,3235.833,20.904
23.877,3236.866,20.41
23.927,3237.874,19.917
23.977,3238.857,19.423
24.027,3239.816,18.929
24.077,3240.75,18.435
24.127,3241.66,17.943
24.177,3242.544,17.451
24.227,3243.405,16.959
24.277,3244.24,16.468
24.327,3245.051,15.977
24.377,3245.838,15.487
24.427,3246.6,14.997
24.477,3247.338,14.507
24.527,3248.051,14.017
24.577,3248.739,13.528
24.627,3249.404,13.039
24.677,3250.043,12.549
24.727,3250.659,12.06
24.777,3251.249,11.572
24.827,3251.816,11.084
24.877,3252.358,10.597
24.927,3252.875,10.11
24.977,3253.369,9.623
25.027,3253.838,9.137
25.077,3254.282,8.65
25.127,3254.703,8.164
25.177,3255.099,7.677
25.227,3255.47,7.191
25.277,3255.818,6.704
25.327,3256.141,6.218
25.377,3256.44,5.731
25.427,3256.714,5.245
25.477,3256.964,4.759
25.527,3257.19,4.272
25.577,3257.391,3.785
25.627,3257.568,3.299
25.677,3257.721,2.812
25.727,3257.85,2.325
25.777,3257.954,1.838
25.827,3258.033,1.351
25.877,3258.089,0.865
25.927,3258.12,0.378
25.977,3258.127,-0.109
26.027,3258.109,-0.596
26.067,3258.078,-0.975
26.109,3258.029,-1.361
26.152,3257.961,-1.755
26.197,3257.873,-2.153
26.244,3257.762,-2.563
26.293,3257.625,-2.982
26.345,3257.461,-3.409
26.398,3257.267,-3.847
26.454,3257.039,-4.294
26.512,3256.778,-4.745
26.573,3256.476,-5.211
26.635,3256.135,-5.681
26.701,3255.747,-6.164
26.77,3255.305,-6.662
26.842,3254.807,-7.171
26.918,3254.239,-7.705
26.998,3253.6,-8.253
27.083,3252.877,-8.824
27.171,3252.07,-9.408
27.263,3251.185,-9.996
27.357,3250.217,-10.584
27.454,3249.156,-11.18
27.557,3247.974,-11.799
27.666,3246.652,-12.445
27.779,3245.211,-13.094
27.896,3243.639,-13.748
28.017,3241.933,-14.402
28.145,3240.054,-15.074
28.276,3238.03,-15.736
28.414,3235.823,-16.404
28.557,3233.413,-17.079
28.707,3230.811,-17.744
28.864,3227.98,-18.407
29.026,3224.937,-19.051
29.199,3221.578,-19.709
29.385,3217.858,-20.377
29.585,3213.718,-21.053
29.797,3209.187,-21.703
30.023,3204.208,-22.329
30.268,3198.653,-22.941
30.532,3192.524,-23.516
